group_id,original_audio,genre,split,fma_track_id,real_duration_sec,tta_track_count,tta_generators
grp_57f3470fecb5,Ohtli - Seclorance,Electronic,train,140344,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_590d878ad9e3,TTL - Twin Heads,Electronic,train,143129,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_5a5d842263bb,"Go On, Then - Jim Rooster",Electronic,train,121722,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_5c8276b9cfe7,Endless - The Birth and Death of Silence,Electronic,train,150311,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_614208a73a94,The Front Yard - HarleyLikesMusic,Electronic,train,71801,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_62251f97a9ad,The Adventures Of Roderick Random - Maps And Diagrams,Electronic,train,33625,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_63344be71894,Coliidae - K.D. Expression,Electronic,train,33636,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_6e02f4441f54,Little Fingers - Vienna Ditto,Electronic,train,107483,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_6e7aeb1338df,Ad Astra - P C III,Electronic,train,111819,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_74dde07b05a5,OST 04 Ship under attack - sawsquarenoise,Electronic,train,115814,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_79709b7344da,Paris - Fleslit,Electronic,train,145803,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_7c796bdae85f,Ponky McFonky - My brother Daniel,Electronic,train,117288,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_7fd8eba17ca1,Dance of the Martians (SynthStep Edit) - Maxim Kornyshev,Electronic,train,136338,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_80c8571b0c67,some dextromethorphan - Jeva,Electronic,train,12121,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_839490d78d78,La Nina Blanca - Vienna Ditto,Electronic,train,107617,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_84ae3f208f2a,Edge - Mystery Mammal,Electronic,train,143051,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_84bf4bfe430a,Killing Bosses - Gumbel,Electronic,train,116881,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_88741aa1af67,Artificial anxiety - Michett,Electronic,train,130129,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_8a917472a51c,Jangus (inspired by ToeJam and Earl) - UncleBibby,Electronic,train,107435,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_8c628e56d0f5,SD (Ill Mix) - H-LR,Electronic,train,145918,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_8d32e1c1a2ee,The Secret Garden - Barbarix,Electronic,train,141617,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_90a5801c742f,Realize Me - Jim Rooster,Electronic,train,121726,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_93782e521a8f,Fifth Ramble - From the album Keith [RSVP007] - My brother Daniel,Electronic,train,60834,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_969c3da0490c,Cold Chains - Rolemusic,Electronic,train,114004,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_9873aa9b3a17,Scape from the city - Rolemusic,Electronic,train,91622,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_98d427ae2366,Let You're Body Move - D SMILEZ,Electronic,train,136017,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_a0926d78221e,3 am West End - statusq,Electronic,train,112378,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_a7e93edd4ee6,Fleslit - Fleslit,Electronic,train,145801,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_a91bd1ab9a27,Night Drive - Decktonic,Electronic,train,72075,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_a9501a345d73,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,Electronic,train,60833,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_ae6233c81768,Support Me in This Moment That I'm About To Lose Heart - Nihilore,Electronic,train,132439,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_b0bcafed0196,The Factory - Multifaros,Electronic,train,15769,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_b7d143675c45,Lost In The Music (D-Smilez Mix) - D SMILEZ,Electronic,train,136016,29.988571,4,acestep|diffrhythm|musicgen|songgen
grp_bbb968e95216,Night Owl - Broke For Free,Electronic,train,42377,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_c12b2b6f50d0,"November 25, 2007 - Kenneth Kirschner",Electronic,train,24922,29.988571,12,acestep|audioldm|brev|diffrhythm|musicgen|songgen|suno|udio
grp_c5930775cdce,Tapes - Gumbel,Electronic,train,116878,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_c5f667ebcdb4,Let's Start Out Slow - RoccoW,Electronic,train,58483,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_c6cf0e718cbd,Chipho instrumental - RoccoW,Electronic,train,74900,29.988571,1,musicgen
grp_c72d863ee3e9,Clay Heart - Nihilore,Electronic,train,145816,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_cbb064e8ce11,CopperNickle - UncleBibby,Electronic,train,107429,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_cc49a8e2fde0,Fuckaboing - RoccoW,Electronic,train,106336,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_cc8dfab23b2a,And Over The Rainbows - milky-chu,Electronic,train,144723,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_cd36a54031ad,It Can't Be Bargained With - Three Chain Links,Electronic,train,123918,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_cde1233356af,Westside Chillers - Little Glass Men,Electronic,train,118921,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_d1847d8351c2,Authenticity - Nihilore,Electronic,train,140924,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_d2e20cee6973,"Aquamarine, My Distant Blue - Nihilore",Electronic,train,134150,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d5ac54421587,The Big House - Jason Shaw,Electronic,train,52649,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_d5c209bfe128,Flashback - Seclorance,Electronic,train,140324,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_e027bcdebb5e,Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,Electronic,train,71512,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_e4dabbdaa095,Dr Deimos-Scribble - Mizuki's Last Chance/Dr Deimos,Electronic,train,74363,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_e8733d9764e8,Vanishing Horizon - Jason Shaw,Electronic,train,52628,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_eec2e26a9114,Introduction beats - Itsensäsyöjät,Electronic,train,154920,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f0aead73eab4,Laika - NGC 1365,Electronic,train,33629,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f5ea504d99e6,When Will We Ever Learn - Ontayso,Electronic,train,33595,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f80d552beb29,Hammer and a Nail - Vienna Ditto,Electronic,train,147303,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_f93000a31866,Time Up - ENDRUDARK,Electronic,train,89816,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_f9a9a173c9cf,The Stairway - WarpToken,Electronic,train,71807,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_fca09f476c60,Improvisation - Broken Chord,Electronic,train,33630,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_fd392beba45a,OOOTHERSIDE - This Time - Mike B. Fort,Electronic,train,142081,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_ff19f6df8f47,Unexpected Little Happenings - UltraCat,Electronic,train,39607,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_0c2563afd624,"Lovedreams - Oh Yeah, the Future",Pop,train,127298,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_0cdf70d32463,Nature Is Over / Defined - Bird Names,Pop,train,6792,29.988571,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_1a830d24d8f0,Motocross Mania - Monroeville Music Center,Pop,train,91162,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_1cbb7d907133,"Autopsy - Oh Yeah, the Future",Pop,train,127294,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_20505b21ac6b,Slow and Steady - Caleb Lemond,Pop,train,135336,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_2f3ccf12f8fb,Soleares&beats - Malaventura,Pop,train,113024,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_305167ebecda,"Lackadaisical - Oh Yeah, the Future",Pop,train,127300,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_3213e14e6006,Music For an Underground Circu - Ergo Phizmiz,Pop,train,22476,29.988571,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_34668d39d149,Let's the kids play - Malaventura,Pop,train,113022,29.988571,7,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_378f42e52a2e,philcollins takes your hand - Katapulto,Pop,train,22001,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_3b2b644b0ff1,Agora - Malaventura,Pop,train,113019,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_3d46b1e91487,Shadow Government - Bird Names,Pop,train,6790,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_3d6fedd8f794,"Hungry - Oh Yeah, the Future",Pop,train,127295,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_42eab385464d,New Life (take 1) - Bird Names,Pop,train,6789,30.014694,18,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_4651e0f8964a,Outro - Caleb Lemond,Pop,train,135342,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_46fcb1dc400b,The Cave of Time - Monroeville Music Center,Pop,train,91157,29.988571,15,acestep|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_62186634f569,kolorowe wody - Katapulto,Pop,train,22000,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_6642db44d941,gospellioza - Katapulto,Pop,train,21996,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_6ed860f024c5,karaoke megablast - Katapulto,Pop,train,21998,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_743dda1591b7,Nostalgia - Malaventura,Pop,train,113017,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_792be5cf3988,Yoko live at FoEG - Emma Acs,Pop,train,63082,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_7b5aebea59e3,You Are A Monster - Monroeville Music Center,Pop,train,91163,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_7bfe8b79e0d0,Breeze Funk - Malaventura,Pop,train,113025,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_81d51e7222a8,"New Brave Face - Oh Yeah, the Future",Pop,train,127301,29.988571,8,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_831e3fac51c4,"With the Summer - Oh Yeah, the Future",Pop,train,127299,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_86bb6b40563f,purity & danger - Katapulto,Pop,train,21997,29.988571,19,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_8888366784ee,Space is my pace - Malaventura,Pop,train,113026,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_8f0b1d70242c,Mandrill - Ergo Phizmiz,Pop,train,22479,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_981ffe322186,The plot - Malaventura,Pop,train,113023,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_9cce54671575,Time Is Love - Silence is full of birds,Pop,train,97023,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_a2ff1c5b0151,Invaders From Within - Monroeville Music Center,Pop,train,91160,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_b2dde08c5453,Spanish BEEEYYAAACHHH - Malaventura,Pop,train,113016,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|musicgen|producer|songgen|stableaudio|suno|udio
grp_bd7b6192b4bc,Celia - Ergo Phizmiz,Pop,train,22480,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_c3f5168751f8,The Coldest Winter - Caleb Lemond,Pop,train,135338,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_c55a23984f97,"Roundtrip - Oh Yeah, the Future",Pop,train,127302,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_c8c5de2ff941,Monkeystage - Ergo Phizmiz,Pop,train,22477,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_cfa2dd72f593,danse macabre - Katapulto,Pop,train,21999,29.988571,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_da345b3cd04c,mc trabalenguas - Volumina,Pop,train,26231,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_da38e92041c3,zero rhythm dollar boy - Katapulto,Pop,train,21995,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_daa3a261f2bd,I Think From Now On - Caleb Lemond,Pop,train,135339,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_e364a5462755,The Race Forever - Monroeville Music Center,Pop,train,91159,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_e6b441b29d82,Different Day - First,Pop,train,13197,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_e7eca9bebb98,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",Pop,train,127297,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_edcb25707e5e,On My Mind - Ergo Phizmiz,Pop,train,22475,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_eef2d627e8a1,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,Pop,train,68666,29.988571,7,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_f529cc9f68f8,Kissing Scars - Caleb Lemond,Pop,train,135340,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_fdd6b87346f6,She Works / Tepid Waters - Bird Names,Pop,train,6793,29.988571,17,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_040350d9b464,KOMFORT - voyageurs,Rock,train,42772,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_0b3d947ef5a7,Where Is Everything - The Moi Non Plus,Rock,train,4384,30.014694,15,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|suno|udio
grp_0d53039b6380,Mosque - Sarin,Rock,train,113660,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_0f832f86f001,March of the GPA Mechanics - [t]ghost,Rock,train,149755,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_138ca513c0f5,Beyond Luxury - Mors Ontologica,Rock,train,4003,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_1b83190c786f,Mettle - Pipe Choir,Rock,train,129972,30.014694,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_1ebc4be7ec34,Empty Pockets - Pete Prodoehl,Rock,train,118055,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_243079a50db8,Who Loves You Dear - Mink Lungs,Rock,train,3936,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_2a21c42f7b6b,Lady Love - Parsley Flakes,Rock,train,1382,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_2e0f6b5bb0fd,Leaving Here - Mod Fun,Rock,train,3971,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_300c58ec40c0,I Close My Eyes - Miss Derringer,Rock,train,3959,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_34229dac36b6,Windows of the Skull (Alternate Version) - Sarin,Rock,train,113529,30.014694,8,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_37fc8d69b89a,Take It All - Mod Fun,Rock,train,3963,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_3c291cf0b4b9,В Наших Сердцах - Чокнутый Пропеллер,Rock,train,102183,30.014694,5,acestep|audioldm|stableaudio
grp_3deab5a58ff1,Forest Silence - Serpentarivm,Rock,train,149695,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_43c59849788d,Crossing - Los Llamarada,Rock,train,28753,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_447b5792b0d3,Новый Нью-Йорк 2 - Чокнутый Пропеллер,Rock,train,102179,30.014694,13,acestep|audioldm|brev|elevenlabs|mubert|musicgen|producer|suno|udio
grp_49c00cc38853,Natron Queen - AmortE,Rock,train,36706,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_50f348150acb,Don't want to be your man - Frigg A Go Go (F.A.G.G.),Rock,train,5289,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_556cf31913cf,Electric Girlfriend - The Zombie Dandies,Rock,train,147380,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_569f470a69dc,L'arbre - Salmo,Rock,train,122680,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_58d76ac098dd,The Dawn - The One They Fear,Rock,train,145607,30.014694,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_5b01ad9a2588,Кортни Лав - Чокнутый Пропеллер,Rock,train,102188,29.988571,2,acestep|audioldm
grp_5d24b8aa8a74,Bergwald Bergwald - Every Now and Every Then,Rock,train,138061,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_5e21724fd4ae,Rumble - Railkid Station,Rock,train,94338,30.014694,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_63c7141fa718,Scramby Eggs - Andy G. Cohen,Rock,train,126300,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_64a495928179,Enemy - Modey Lemon,Rock,train,3976,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_66d525442c83,Insectlaration of Independence - Punk Rock Opera,Rock,train,149413,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_67b003230374,Apparitions Under Glass - Sarin,Rock,train,113526,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_690bc409fbdc,Gloomy Sunday - AmortE,Rock,train,36708,29.988571,5,acestep|audioldm|diffrhythm|musicgen|songgen
grp_6aa501572aa3,Burn - Room For A Ghost,Rock,train,61491,29.988571,6,acestep|audioldm|diffrhythm|musicgen|songgen|stableaudio
grp_701299c1ced8,Wir Werden Gott - Japanische Kampfhorspiele,Rock,train,6777,29.988571,16,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
grp_72d2f883bd07,1984 - Punk Rock Opera,Rock,train,149410,30.014694,13,acestep|audioldm|brev|diffrhythm|elevenlabs|mubert|musicgen|producer|songgen|stableaudio|suno|udio
